Using executor HDDTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/jsoup_9_b/',
	m_sourceFolderPath='src/main/java/',
	m_unitTestFolderPath='src/test/java/',
	m_unitTestMethod='org.jsoup.nodes.EntitiesTest#unescape',
	m_expectedResult='org.junit.ComparisonFailure',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
Formatting code in source folder
Level: 0 :::: fragments: 28
Level: 1 :::: fragments: 173
Level: 2 :::: fragments: 1374
Level: 3 :::: fragments: 3537
Level: 4 :::: fragments: 4756
Level: 5 :::: fragments: 7117
Level: 6 :::: fragments: 2641
Level: 7 :::: fragments: 1788
Level: 8 :::: fragments: 1143
Level: 9 :::: fragments: 758
Level: 10 :::: fragments: 455
Level: 11 :::: fragments: 283
Level: 12 :::: fragments: 168
Level: 13 :::: fragments: 122
Level: 14 :::: fragments: 38
Level: 15 :::: fragments: 21
Level: 16 :::: fragments: 18
Level: 17 :::: fragments: 15
Level: 18 :::: fragments: 13
Level: 19 :::: fragments: 8
Level: 20 :::: fragments: 11
Level: 21 :::: fragments: 45
Level: 22 :::: fragments: 1
Total :::: fragments: 24513 out of 24513 originally
############## RUNNING TEST NR. 0 ##############
############## EXECUTING LVL 0-0 / 22 ##############
:::: FAILED :::: level: 0-0 / 22 :::: size: 28 / 28 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1282 / 1335 :::: Compiler calls: 9557, compilation errors: 9500, runtime errors: 0, failed runs: 50, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1281 / 1335 :::: Compiler calls: 9581, compilation errors: 9520, runtime errors: 0, failed runs: 51, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1281 / 1335 :::: Compiler calls: 9590, compilation errors: 9533, runtime errors: 0, failed runs: 52, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1280 / 1335 :::: Compiler calls: 9620, compilation errors: 9556, runtime errors: 0, failed runs: 53, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1279 / 1335 :::: Compiler calls: 9703, compilation errors: 9634, runtime errors: 0, failed runs: 54, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1279 / 1335 :::: Compiler calls: 9705, compilation errors: 9638, runtime errors: 0, failed runs: 55, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1279 / 1335 :::: Compiler calls: 9715, compilation errors: 9646, runtime errors: 0, failed runs: 56, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1279 / 1335 :::: Compiler calls: 9723, compilation errors: 9653, runtime errors: 0, failed runs: 57, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1278 / 1335 :::: Compiler calls: 9777, compilation errors: 9708, runtime errors: 0, failed runs: 58, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1278 / 1335 :::: Compiler calls: 9777, compilation errors: 9710, runtime errors: 0, failed runs: 59, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1278 / 1335 :::: Compiler calls: 9790, compilation errors: 9722, runtime errors: 0, failed runs: 60, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1278 / 1335 :::: Compiler calls: 9794, compilation errors: 9722, runtime errors: 0, failed runs: 61, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1277 / 1335 :::: Compiler calls: 9855, compilation errors: 9781, runtime errors: 0, failed runs: 62, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1277 / 1335 :::: Compiler calls: 9859, compilation errors: 9794, runtime errors: 0, failed runs: 63, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1277 / 1335 :::: Compiler calls: 9867, compilation errors: 9794, runtime errors: 0, failed runs: 64, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1276 / 1335 :::: Compiler calls: 9945, compilation errors: 9865, runtime errors: 0, failed runs: 65, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1276 / 1335 :::: Compiler calls: 9945, compilation errors: 9866, runtime errors: 0, failed runs: 66, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1276 / 1335 :::: Compiler calls: 9945, compilation errors: 9868, runtime errors: 0, failed runs: 67, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1276 / 1335 :::: Compiler calls: 9963, compilation errors: 9884, runtime errors: 0, failed runs: 68, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1276 / 1335 :::: Compiler calls: 9974, compilation errors: 9893, runtime errors: 0, failed runs: 69, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1275 / 1335 :::: Compiler calls: 10028, compilation errors: 9945, runtime errors: 0, failed runs: 70, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1275 / 1335 :::: Compiler calls: 10030, compilation errors: 9954, runtime errors: 0, failed runs: 71, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1275 / 1335 :::: Compiler calls: 10034, compilation errors: 9954, runtime errors: 0, failed runs: 72, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1274 / 1335 :::: Compiler calls: 10116, compilation errors: 10029, runtime errors: 0, failed runs: 73, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1274 / 1335 :::: Compiler calls: 10125, compilation errors: 10041, runtime errors: 0, failed runs: 74, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1274 / 1335 :::: Compiler calls: 10136, compilation errors: 10046, runtime errors: 0, failed runs: 75, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1274 / 1335 :::: Compiler calls: 10136, compilation errors: 10046, runtime errors: 0, failed runs: 76, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1273 / 1335 :::: Compiler calls: 10209, compilation errors: 10120, runtime errors: 0, failed runs: 77, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1273 / 1335 :::: Compiler calls: 10213, compilation errors: 10130, runtime errors: 0, failed runs: 78, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1273 / 1335 :::: Compiler calls: 10228, compilation errors: 10138, runtime errors: 0, failed runs: 79, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1272 / 1335 :::: Compiler calls: 10316, compilation errors: 10224, runtime errors: 0, failed runs: 80, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1272 / 1335 :::: Compiler calls: 10321, compilation errors: 10233, runtime errors: 0, failed runs: 81, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1271 / 1335 :::: Compiler calls: 10422, compilation errors: 10332, runtime errors: 0, failed runs: 82, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1270 / 1335 :::: Compiler calls: 10566, compilation errors: 10473, runtime errors: 0, failed runs: 83, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1270 / 1335 :::: Compiler calls: 10572, compilation errors: 10481, runtime errors: 0, failed runs: 84, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1270 / 1335 :::: Compiler calls: 10573, compilation errors: 10484, runtime errors: 0, failed runs: 85, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1270 / 1335 :::: Compiler calls: 10580, compilation errors: 10487, runtime errors: 0, failed runs: 86, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1269 / 1335 :::: Compiler calls: 10699, compilation errors: 10601, runtime errors: 0, failed runs: 87, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1268 / 1335 :::: Compiler calls: 10837, compilation errors: 10737, runtime errors: 0, failed runs: 88, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1268 / 1335 :::: Compiler calls: 10846, compilation errors: 10748, runtime errors: 0, failed runs: 89, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1267 / 1335 :::: Compiler calls: 10972, compilation errors: 10869, runtime errors: 0, failed runs: 90, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1266 / 1335 :::: Compiler calls: 11138, compilation errors: 11036, runtime errors: 0, failed runs: 91, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1266 / 1335 :::: Compiler calls: 11139, compilation errors: 11038, runtime errors: 0, failed runs: 92, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1266 / 1335 :::: Compiler calls: 11143, compilation errors: 11042, runtime errors: 0, failed runs: 93, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1265 / 1335 :::: Compiler calls: 11309, compilation errors: 11204, runtime errors: 0, failed runs: 94, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1265 / 1335 :::: Compiler calls: 11313, compilation errors: 11204, runtime errors: 0, failed runs: 95, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1264 / 1335 :::: Compiler calls: 11473, compilation errors: 11364, runtime errors: 0, failed runs: 96, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1263 / 1335 :::: Compiler calls: 11671, compilation errors: 11564, runtime errors: 0, failed runs: 97, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1263 / 1335 :::: Compiler calls: 11677, compilation errors: 11571, runtime errors: 0, failed runs: 98, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1262 / 1335 :::: Compiler calls: 11872, compilation errors: 11760, runtime errors: 0, failed runs: 99, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1261 / 1335 :::: Compiler calls: 12085, compilation errors: 11972, runtime errors: 0, failed runs: 100, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1260 / 1335 :::: Compiler calls: 12325, compilation errors: 12211, runtime errors: 0, failed runs: 101, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1259 / 1335 :::: Compiler calls: 12579, compilation errors: 12465, runtime errors: 0, failed runs: 102, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1259 / 1335 :::: Compiler calls: 12584, compilation errors: 12476, runtime errors: 0, failed runs: 103, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1258 / 1335 :::: Compiler calls: 12838, compilation errors: 12724, runtime errors: 0, failed runs: 104, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1258 / 1335 :::: Compiler calls: 12858, compilation errors: 12740, runtime errors: 0, failed runs: 105, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1257 / 1335 :::: Compiler calls: 13112, compilation errors: 12992, runtime errors: 0, failed runs: 106, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1257 / 1335 :::: Compiler calls: 13121, compilation errors: 13005, runtime errors: 0, failed runs: 107, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1256 / 1335 :::: Compiler calls: 13389, compilation errors: 13270, runtime errors: 0, failed runs: 108, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13698, compilation errors: 13576, runtime errors: 0, failed runs: 109, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13698, compilation errors: 13579, runtime errors: 0, failed runs: 110, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13698, compilation errors: 13581, runtime errors: 0, failed runs: 111, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13700, compilation errors: 13584, runtime errors: 0, failed runs: 112, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13700, compilation errors: 13584, runtime errors: 0, failed runs: 113, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1255 / 1335 :::: Compiler calls: 13723, compilation errors: 13595, runtime errors: 0, failed runs: 114, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1254 / 1335 :::: Compiler calls: 13999, compilation errors: 13871, runtime errors: 0, failed runs: 115, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1254 / 1335 :::: Compiler calls: 14020, compilation errors: 13889, runtime errors: 0, failed runs: 116, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1253 / 1335 :::: Compiler calls: 14315, compilation errors: 14186, runtime errors: 0, failed runs: 117, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1253 / 1335 :::: Compiler calls: 14315, compilation errors: 14187, runtime errors: 0, failed runs: 118, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1253 / 1335 :::: Compiler calls: 14319, compilation errors: 14193, runtime errors: 0, failed runs: 119, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1253 / 1335 :::: Compiler calls: 14319, compilation errors: 14194, runtime errors: 0, failed runs: 120, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1253 / 1335 :::: Compiler calls: 14333, compilation errors: 14201, runtime errors: 0, failed runs: 121, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1252 / 1335 :::: Compiler calls: 14626, compilation errors: 14492, runtime errors: 0, failed runs: 122, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1252 / 1335 :::: Compiler calls: 14630, compilation errors: 14500, runtime errors: 0, failed runs: 123, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1252 / 1335 :::: Compiler calls: 14630, compilation errors: 14501, runtime errors: 0, failed runs: 124, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1251 / 1335 :::: Compiler calls: 14940, compilation errors: 14804, runtime errors: 0, failed runs: 125, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1251 / 1335 :::: Compiler calls: 14945, compilation errors: 14817, runtime errors: 0, failed runs: 126, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1251 / 1335 :::: Compiler calls: 14959, compilation errors: 14821, runtime errors: 0, failed runs: 127, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1250 / 1335 :::: Compiler calls: 15265, compilation errors: 15125, runtime errors: 0, failed runs: 128, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1250 / 1335 :::: Compiler calls: 15269, compilation errors: 15133, runtime errors: 0, failed runs: 129, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1249 / 1335 :::: Compiler calls: 15592, compilation errors: 15451, runtime errors: 0, failed runs: 130, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1248 / 1335 :::: Compiler calls: 15958, compilation errors: 15815, runtime errors: 0, failed runs: 131, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1247 / 1335 :::: Compiler calls: 16314, compilation errors: 16174, runtime errors: 0, failed runs: 132, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1246 / 1335 :::: Compiler calls: 16740, compilation errors: 16598, runtime errors: 0, failed runs: 133, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1245 / 1335 :::: Compiler calls: 17117, compilation errors: 16973, runtime errors: 0, failed runs: 134, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1245 / 1335 :::: Compiler calls: 17117, compilation errors: 16973, runtime errors: 0, failed runs: 135, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1244 / 1335 :::: Compiler calls: 17523, compilation errors: 17373, runtime errors: 0, failed runs: 136, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1244 / 1335 :::: Compiler calls: 17524, compilation errors: 17378, runtime errors: 0, failed runs: 137, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1244 / 1335 :::: Compiler calls: 17525, compilation errors: 17383, runtime errors: 0, failed runs: 138, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1244 / 1335 :::: Compiler calls: 17531, compilation errors: 17383, runtime errors: 0, failed runs: 139, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1243 / 1335 :::: Compiler calls: 17931, compilation errors: 17780, runtime errors: 0, failed runs: 140, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1243 / 1335 :::: Compiler calls: 17935, compilation errors: 17783, runtime errors: 0, failed runs: 141, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1243 / 1335 :::: Compiler calls: 17944, compilation errors: 17792, runtime errors: 0, failed runs: 142, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1242 / 1335 :::: Compiler calls: 18306, compilation errors: 18155, runtime errors: 0, failed runs: 143, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1241 / 1335 :::: Compiler calls: 18702, compilation errors: 18548, runtime errors: 0, failed runs: 144, ok runs: 0
